12:19:12.460290 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:07:52.430085 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:07:52.532484 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:07:52.634886 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:07:52.736772 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:08:12.476165 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:08:12.578566 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:12.680966 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:08:12.885254 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:08:12.987654 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:13.090118 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:08:13.192006 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:08:13.294405 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:13.396805 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:08:13.499206 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:08:13.601094 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:13.703493 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:08:13.806405 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:08:33.544774 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:08:33.647174 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:33.749573 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:08:33.851974 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:08:33.953861 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:34.056324 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:08:34.158726 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:08:34.261125 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:34.363012 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:08:34.465414 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:08:34.567814 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:34.670214 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:08:34.772100 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:08:54.511493 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:08:54.613892 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:54.716293 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:08:54.818181 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:08:54.920581 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:55.023046 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:08:55.125446 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:08:55.227333 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:55.329734 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:08:55.432133 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:08:55.534533 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:08:55.636422 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:08:55.709637 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:09:15.478214 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:09:15.580103 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:15.682501 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:09:15.887301 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:09:15.989188 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:16.091654 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:09:16.194054 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:09:16.296453 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:16.398341 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:09:16.500741 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:09:16.603142 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:16.705540 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:09:16.807429 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:09:31.228356 e8:de:27:57:4f:32 > 01:00:5e:00:00:01, ethertype IPv4 (0x0800), length 46: 192.168.0.1 > 224.0.0.1: igmp query v2
13:09:36.546821 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:09:36.649222 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:36.751108 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:09:36.853510 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:09:36.955908 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:37.058373 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:09:37.160773 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:09:37.262661 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:37.365062 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:09:37.467461 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:09:37.569349 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:37.671749 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:09:37.774148 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:09:38.339461 00:c0:ca:83:1b:8c > 01:00:5e:00:00:fb, ethertype IPv4 (0x0800), length 46: 192.168.0.100 > 224.0.0.251: igmp v2 report 224.0.0.251
13:09:57.513541 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:09:57.615429 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:57.717829 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:09:57.820229 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:09:57.922630 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:58.024581 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:09:58.126981 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:09:58.229381 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:58.331782 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:09:58.433670 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:09:58.536070 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:09:58.638470 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:09:58.740870 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:10:18.479750 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:10:18.582149 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:10:18.684550 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:10:18.888837 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:10:18.991238 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:10:19.093701 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:10:19.196102 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:10:19.297988 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:10:19.400389 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:10:19.502789 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:10:19.604677 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:10:19.707590 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:10:19.809477 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:10:39.548868 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:10:39.650756 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:10:39.753157 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:10:39.855556 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:10:39.957957 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:10:40.059908 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:10:40.162310 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:10:40.264709 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:10:40.367110 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:10:40.468997 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:10:40.571398 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:10:40.673797 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:10:40.776197 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:11:00.515077 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:11:00.617478 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:11:00.719876 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:11:00.821764 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:11:00.924166 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:11:01.026629 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:11:01.129030 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:11:01.230918 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:11:01.333318 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:11:01.435718 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:11:01.538118 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:11:01.640004 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:11:01.742406 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:11:17.799749 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 318: 192.168.0.1.40845 > 239.255.255.250.1900: UDP, length 276
13:11:17.800260 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 318: 192.168.0.1.40845 > 239.255.255.250.1900: UDP, length 276
13:11:17.800773 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 327: 192.168.0.1.40845 > 239.255.255.250.1900: UDP, length 285
13:11:17.801286 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 327: 192.168.0.1.40845 > 239.255.255.250.1900: UDP, length 285
13:11:17.801798 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 382: 192.168.0.1.40845 > 239.255.255.250.1900: UDP, length 340
13:11:17.802821 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 382: 192.168.0.1.40845 > 239.255.255.250.1900: UDP, length 340
13:11:17.902150 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 392: 192.168.0.1.40845 > 239.255.255.250.1900: UDP, length 350
13:11:17.902661 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 392: 192.168.0.1.40845 > 239.255.255.250.1900: UDP, length 350
13:11:21.481798 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
13:11:21.584197 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:11:21.686086 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
13:11:21.788485 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:11:21.993285 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:11:22.095238 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
13:11:22.197638 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
13:11:22.300037 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:11:22.401926 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
13:11:22.504326 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
13:11:22.606724 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
13:11:22.709126 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
13:11:22.811526 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
13:11:27.867825 00:c0:ca:83:1b:8c > 01:00:5e:00:00:fb, ethertype IPv4 (0x0800), length 183: 192.168.0.100.5353 > 224.0.0.251.5353: 0 [9q] PTR (QM)? _nfs._tcp.local. PTR (QM)? _ipp._tcp.local. PTR (QM)? _ipps._tcp.local. PTR (QM)? _ftp._tcp.local. PTR (QM)? _webdav._tcp.local. PTR (QM)? _webdavs._tcp.local. PTR (QM)? _sftp-ssh._tcp.local. PTR (QM)? _smb._tcp.local. PTR (QM)? _afpovertcp._tcp.local. (141)
